destination,destination_code,origin,origin_code,Year,value
Latin America and the Caribbean_d,904,Eastern Africa,910,2020,4229
Latin America and the Caribbean_d,904,Middle Africa,911,1990,5541
Latin America and the Caribbean_d,904,Middle Africa,911,1995,6225
Latin America and the Caribbean_d,904,Middle Africa,911,2000,6927
Latin America and the Caribbean_d,904,Middle Africa,911,2005,7324
Latin America and the Caribbean_d,904,Middle Africa,911,2010,7728
Latin America and the Caribbean_d,904,Middle Africa,911,2015,10862
Latin America and the Caribbean_d,904,Middle Africa,911,2020,13934
Latin America and the Caribbean_d,904,Northern Africa,912,1990,9120
Latin America and the Caribbean_d,904,Northern Africa,912,1995,8347
Latin America and the Caribbean_d,904,Northern Africa,912,2000,7739
Latin America and the Caribbean_d,904,Northern Africa,912,2005,7317
Latin America and the Caribbean_d,904,Northern Africa,912,2010,7649
Latin America and the Caribbean_d,904,Northern Africa,912,2015,8734
Latin America and the Caribbean_d,904,Northern Africa,912,2020,9215
Latin America and the Caribbean_d,904,Southern Africa,913,1990,925
Latin America and the Caribbean_d,904,Southern Africa,913,1995,999
Latin America and the Caribbean_d,904,Southern Africa,913,2000,1118
Latin America and the Caribbean_d,904,Southern Africa,913,2005,983
Latin America and the Caribbean_d,904,Southern Africa,913,2010,2552
Latin America and the Caribbean_d,904,Southern Africa,913,2015,2903
Latin America and the Caribbean_d,904,Southern Africa,913,2020,3208
Latin America and the Caribbean_d,904,Western Africa,914,1990,1320
Latin America and the Caribbean_d,904,Western Africa,914,1995,1292
Latin America and the Caribbean_d,904,Western Africa,914,2000,1495
Latin America and the Caribbean_d,904,Western Africa,914,2005,3059
Latin America and the Caribbean_d,904,Western Africa,914,2010,6290
Latin America and the Caribbean_d,904,Western Africa,914,2015,13005
Latin America and the Caribbean_d,904,Western Africa,914,2020,18205
Latin America and the Caribbean_d,904,Central Asia,5500,1990,9
Latin America and the Caribbean_d,904,Central Asia,5500,1995,16
Latin America and the Caribbean_d,904,Central Asia,5500,2000,20
Latin America and the Caribbean_d,904,Central Asia,5500,2005,46
Latin America and the Caribbean_d,904,Central Asia,5500,2010,130
Latin America and the Caribbean_d,904,Central Asia,5500,2015,147
Latin America and the Caribbean_d,904,Central Asia,5500,2020,150
Latin America and the Caribbean_d,904,Eastern Asia,906,1990,177318
Latin America and the Caribbean_d,904,Eastern Asia,906,1995,176130
Latin America and the Caribbean_d,904,Eastern Asia,906,2000,178443
Latin America and the Caribbean_d,904,Eastern Asia,906,2005,183522
Latin America and the Caribbean_d,904,Eastern Asia,906,2010,199238
Latin America and the Caribbean_d,904,Eastern Asia,906,2015,243598
Latin America and the Caribbean_d,904,Eastern Asia,906,2020,285746
Latin America and the Caribbean_d,904,South-Eastern Asia,920,1990,4746
Latin America and the Caribbean_d,904,South-Eastern Asia,920,1995,5496
Latin America and the Caribbean_d,904,South-Eastern Asia,920,2000,6487
Latin America and the Caribbean_d,904,South-Eastern Asia,920,2005,9276
Latin America and the Caribbean_d,904,South-Eastern Asia,920,2010,12328
Latin America and the Caribbean_d,904,South-Eastern Asia,920,2015,13542
Latin America and the Caribbean_d,904,South-Eastern Asia,920,2020,15115
Latin America and the Caribbean_d,904,Southern Asia,5501,1990,7816
Latin America and the Caribbean_d,904,Southern Asia,5501,1995,8905
Latin America and the Caribbean_d,904,Southern Asia,5501,2000,10306
Latin America and the Caribbean_d,904,Southern Asia,5501,2005,12100
Latin America and the Caribbean_d,904,Southern Asia,5501,2010,16038
Latin America and the Caribbean_d,904,Southern Asia,5501,2015,19704
Latin America and the Caribbean_d,904,Southern Asia,5501,2020,30096
Latin America and the Caribbean_d,904,Western Asia,922,1990,73378
Latin America and the Caribbean_d,904,Western Asia,922,1995,68345
Latin America and the Caribbean_d,904,Western Asia,922,2000,63677
Latin America and the Caribbean_d,904,Western Asia,922,2005,59999
Latin America and the Caribbean_d,904,Western Asia,922,2010,58135
Latin America and the Caribbean_d,904,Western Asia,922,2015,64816
Latin America and the Caribbean_d,904,Western Asia,922,2020,71262
Latin America and the Caribbean_d,904,Eastern Europe,923,1990,117526
Latin America and the Caribbean_d,904,Eastern Europe,923,1995,97959
Latin America and the Caribbean_d,904,Eastern Europe,923,2000,79727
Latin America and the Caribbean_d,904,Eastern Europe,923,2005,62376
Latin America and the Caribbean_d,904,Eastern Europe,923,2010,48637
Latin America and the Caribbean_d,904,Eastern Europe,923,2015,52879
Latin America and the Caribbean_d,904,Eastern Europe,923,2020,56427
Latin America and the Caribbean_d,904,Northern Europe,924,1990,44542
Latin America and the Caribbean_d,904,Northern Europe,924,1995,45784
Latin America and the Caribbean_d,904,Northern Europe,924,2000,48727
Latin America and the Caribbean_d,904,Northern Europe,924,2005,48691
Latin America and the Caribbean_d,904,Northern Europe,924,2010,51906
Latin America and the Caribbean_d,904,Northern Europe,924,2015,57581
Latin America and the Caribbean_d,904,Northern Europe,924,2020,64623
Latin America and the Caribbean_d,904,Southern Europe,925,1990,1416711
Latin America and the Caribbean_d,904,Southern Europe,925,1995,1206867
Latin America and the Caribbean_d,904,Southern Europe,925,2000,1003433
Latin America and the Caribbean_d,904,Southern Europe,925,2005,869921
Latin America and the Caribbean_d,904,Southern Europe,925,2010,757367
Latin America and the Caribbean_d,904,Southern Europe,925,2015,855748
Latin America and the Caribbean_d,904,Southern Europe,925,2020,895094
Latin America and the Caribbean_d,904,Western Europe,926,1990,238430
Latin America and the Caribbean_d,904,Western Europe,926,1995,250088
Latin America and the Caribbean_d,904,Western Europe,926,2000,264500
Latin America and the Caribbean_d,904,Western Europe,926,2005,267704
Latin America and the Caribbean_d,904,Western Europe,926,2010,289986
Latin America and the Caribbean_d,904,Western Europe,926,2015,325507
Latin America and the Caribbean_d,904,Western Europe,926,2020,339742
Latin America and the Caribbean_d,904,Latin America and the Caribbean,904,1990,3980808
Latin America and the Caribbean_d,904,Latin America and the Caribbean,904,1995,3670383
Latin America and the Caribbean_d,904,Latin America and the Caribbean,904,2000,3777576
Latin America and the Caribbean_d,904,Latin America and the Caribbean,904,2005,4357513
Latin America and the Caribbean_d,904,Latin America and the Caribbean,904,2010,5344184
Latin America and the Caribbean_d,904,Latin America and the Caribbean,904,2015,6166726
Latin America and the Caribbean_d,904,Latin America and the Caribbean,904,2020,11297173
Latin America and the Caribbean_d,904,Caribbean,915,1990,523950
Latin America and the Caribbean_d,904,Caribbean,915,1995,579841
Latin America and the Caribbean_d,904,Caribbean,915,2000,639148
Latin America and the Caribbean_d,904,Caribbean,915,2005,703194
Latin America and the Caribbean_d,904,Caribbean,915,2010,781155
Latin America and the Caribbean_d,904,Caribbean,915,2015,993471
Latin America and the Caribbean_d,904,Caribbean,915,2020,1335731
Latin America and the Caribbean_d,904,Central America,916,1990,1253201
Latin America and the Caribbean_d,904,Central America,916,1995,680929
Latin America and the Caribbean_d,904,Central America,916,2000,511753
Latin America and the Caribbean_d,904,Central America,916,2005,563563
Latin America and the Caribbean_d,904,Central America,916,2010,635043
Latin America and the Caribbean_d,904,Central America,916,2015,691735
Latin America and the Caribbean_d,904,Central America,916,2020,827876
Latin America and the Caribbean_d,904,South America,931,1990,2203657
Latin America and the Caribbean_d,904,South America,931,1995,2409613
Latin America and the Caribbean_d,904,South America,931,2000,2626675
Latin America and the Caribbean_d,904,South America,931,2005,3090756
Latin America and the Caribbean_d,904,South America,931,2010,3927986
Latin America and the Caribbean_d,904,South America,931,2015,4481520
Latin America and the Caribbean_d,904,South America,931,2020,9133566
Latin America and the Caribbean_d,904,Northern America,905,1990,602762
Latin America and the Caribbean_d,904,Northern America,905,1995,688958
Latin America and the Caribbean_d,904,Northern America,905,2000,796397
Latin America and the Caribbean_d,904,Northern America,905,2005,967044
Latin America and the Caribbean_d,904,Northern America,905,2010,1198308
Latin America and the Caribbean_d,904,Northern America,905,2015,1182133
Latin America and the Caribbean_d,904,Northern America,905,2020,1293053
Latin America and the Caribbean_d,904,Oceania,909,1990,2552
Latin America and the Caribbean_d,904,Oceania,909,1995,2912
Latin America and the Caribbean_d,904,Oceania,909,2000,3400
Latin America and the Caribbean_d,904,Oceania,909,2005,3585
Latin America and the Caribbean_d,904,Oceania,909,2010,4249
Latin America and the Caribbean_d,904,Oceania,909,2015,4723
Latin America and the Caribbean_d,904,Oceania,909,2020,5630
Latin America and the Caribbean_d,904,Melanesia,928,1990,22
Latin America and the Caribbean_d,904,Melanesia,928,1995,24
Latin America and the Caribbean_d,904,Melanesia,928,2000,24
Latin America and the Caribbean_d,904,Melanesia,928,2005,22
Latin America and the Caribbean_d,904,Melanesia,928,2010,13
Latin America and the Caribbean_d,904,Melanesia,928,2015,14
Latin America and the Caribbean_d,904,Melanesia,928,2020,12
Latin America and the Caribbean_d,904,Micronesia,954,1990,14
Latin America and the Caribbean_d,904,Micronesia,954,1995,13
Latin America and the Caribbean_d,904,Micronesia,954,2000,13
Latin America and the Caribbean_d,904,Micronesia,954,2005,54
Latin America and the Caribbean_d,904,Micronesia,954,2010,117
Latin America and the Caribbean_d,904,Micronesia,954,2015,133
Latin America and the Caribbean_d,904,Micronesia,954,2020,143
Latin America and the Caribbean_d,904,Polynesia,957,1990,29
Latin America and the Caribbean_d,904,Polynesia,957,1995,74
Latin America and the Caribbean_d,904,Polynesia,957,2000,116
Latin America and the Caribbean_d,904,Polynesia,957,2005,72
Latin America and the Caribbean_d,904,Polynesia,957,2010,26
Latin America and the Caribbean_d,904,Polynesia,957,2015,25
Latin America and the Caribbean_d,904,Polynesia,957,2020,24
Caribbean_d,915,Australia and New Zealand,927,1990,205
Caribbean_d,915,Australia and New Zealand,927,1995,282
Caribbean_d,915,Australia and New Zealand,927,2000,381
Caribbean_d,915,Australia and New Zealand,927,2005,405
Caribbean_d,915,Australia and New Zealand,927,2010,447
Caribbean_d,915,Australia and New Zealand,927,2015,478
Caribbean_d,915,Australia and New Zealand,927,2020,507
Caribbean_d,915,Eastern Africa,910,1990,531
Caribbean_d,915,Eastern Africa,910,1995,698
Caribbean_d,915,Eastern Africa,910,2000,880
Caribbean_d,915,Eastern Africa,910,2005,935
Caribbean_d,915,Eastern Africa,910,2010,996
Caribbean_d,915,Eastern Africa,910,2015,1052
Caribbean_d,915,Eastern Africa,910,2020,1048
Caribbean_d,915,Middle Africa,911,1990,230
Caribbean_d,915,Middle Africa,911,1995,180
Caribbean_d,915,Middle Africa,911,2000,121
Caribbean_d,915,Middle Africa,911,2005,169
Caribbean_d,915,Middle Africa,911,2010,219
Caribbean_d,915,Middle Africa,911,2015,205
Caribbean_d,915,Middle Africa,911,2020,196
Caribbean_d,915,Northern Africa,912,1990,333
Caribbean_d,915,Northern Africa,912,1995,359
Caribbean_d,915,Northern Africa,912,2000,387
Caribbean_d,915,Northern Africa,912,2005,383
Caribbean_d,915,Northern Africa,912,2010,378
Caribbean_d,915,Northern Africa,912,2015,380
Caribbean_d,915,Northern Africa,912,2020,351
Caribbean_d,915,Southern Africa,913,1990,297
Caribbean_d,915,Southern Africa,913,1995,378
Caribbean_d,915,Southern Africa,913,2000,469
Caribbean_d,915,Southern Africa,913,2005,342
Caribbean_d,915,Southern Africa,913,2010,215
Caribbean_d,915,Southern Africa,913,2015,228
Caribbean_d,915,Southern Africa,913,2020,233
Caribbean_d,915,Western Africa,914,1990,552
Caribbean_d,915,Western Africa,914,1995,625
Caribbean_d,915,Western Africa,914,2000,750
Caribbean_d,915,Western Africa,914,2005,805
Caribbean_d,915,Western Africa,914,2010,1039
Caribbean_d,915,Western Africa,914,2015,1081
Caribbean_d,915,Western Africa,914,2020,1148
Caribbean_d,915,Central Asia,5500,1990,3
Caribbean_d,915,Central Asia,5500,1995,4
Caribbean_d,915,Central Asia,5500,2000,4
Caribbean_d,915,Central Asia,5500,2005,7
Caribbean_d,915,Central Asia,5500,2010,11
Caribbean_d,915,Central Asia,5500,2015,10
Caribbean_d,915,Central Asia,5500,2020,10
Caribbean_d,915,Eastern Asia,906,1990,8231
Caribbean_d,915,Eastern Asia,906,1995,9398
Caribbean_d,915,Eastern Asia,906,2000,10669
Caribbean_d,915,Eastern Asia,906,2005,8868
Caribbean_d,915,Eastern Asia,906,2010,7887
Caribbean_d,915,Eastern Asia,906,2015,10200
Caribbean_d,915,Eastern Asia,906,2020,10723
Caribbean_d,915,South-Eastern Asia,920,1990,1252
Caribbean_d,915,South-Eastern Asia,920,1995,1646
Caribbean_d,915,South-Eastern Asia,920,2000,2122
Caribbean_d,915,South-Eastern Asia,920,2005,3311
Caribbean_d,915,South-Eastern Asia,920,2010,4820
Caribbean_d,915,South-Eastern Asia,920,2015,5143
Caribbean_d,915,South-Eastern Asia,920,2020,5507
Caribbean_d,915,Southern Asia,5501,1990,3072
Caribbean_d,915,Southern Asia,5501,1995,3582
Caribbean_d,915,Southern Asia,5501,2000,4132
Caribbean_d,915,Southern Asia,5501,2005,4801
Caribbean_d,915,Southern Asia,5501,2010,6272
Caribbean_d,915,Southern Asia,5501,2015,6499
Caribbean_d,915,Southern Asia,5501,2020,6914
Caribbean_d,915,Western Asia,922,1990,2410
Caribbean_d,915,Western Asia,922,1995,2653
Caribbean_d,915,Western Asia,922,2000,2899
Caribbean_d,915,Western Asia,922,2005,2489
Caribbean_d,915,Western Asia,922,2010,2279
Caribbean_d,915,Western Asia,922,2015,2322
Caribbean_d,915,Western Asia,922,2020,2279
Caribbean_d,915,Eastern Europe,923,1990,8470
Caribbean_d,915,Eastern Europe,923,1995,6931
Caribbean_d,915,Eastern Europe,923,2000,5418
Caribbean_d,915,Eastern Europe,923,2005,3829
Caribbean_d,915,Eastern Europe,923,2010,2560
Caribbean_d,915,Eastern Europe,923,2015,1992
Caribbean_d,915,Eastern Europe,923,2020,1629
Caribbean_d,915,Northern Europe,924,1990,18646
Caribbean_d,915,Northern Europe,924,1995,19637
Caribbean_d,915,Northern Europe,924,2000,21383
Caribbean_d,915,Northern Europe,924,2005,20681
Caribbean_d,915,Northern Europe,924,2010,19949
Caribbean_d,915,Northern Europe,924,2015,20690
Caribbean_d,915,Northern Europe,924,2020,21639
Caribbean_d,915,Southern Europe,925,1990,34670
Caribbean_d,915,Southern Europe,925,1995,33199
Caribbean_d,915,Southern Europe,925,2000,32202
Caribbean_d,915,Southern Europe,925,2005,25314
Caribbean_d,915,Southern Europe,925,2010,20155
Caribbean_d,915,Southern Europe,925,2015,19796
Caribbean_d,915,Southern Europe,925,2020,20794
Caribbean_d,915,Western Europe,926,1990,82505
Caribbean_d,915,Western Europe,926,1995,98826
Caribbean_d,915,Western Europe,926,2000,115203
Caribbean_d,915,Western Europe,926,2005,115713
Caribbean_d,915,Western Europe,926,2010,125202
Caribbean_d,915,Western Europe,926,2015,133508
Caribbean_d,915,Western Europe,926,2020,134296
Caribbean_d,915,Latin America and the Caribbean,904,1990,519266
Caribbean_d,915,Latin America and the Caribbean,904,1995,583063
Caribbean_d,915,Latin America and the Caribbean,904,2000,647814
Caribbean_d,915,Latin America and the Caribbean,904,2005,703367
Caribbean_d,915,Latin America and the Caribbean,904,2010,771209
Caribbean_d,915,Latin America and the Caribbean,904,2015,940613
Caribbean_d,915,Latin America and the Caribbean,904,2020,1050647
Caribbean_d,915,Caribbean,915,1990,437177
Caribbean_d,915,Caribbean,915,1995,489402
Caribbean_d,915,Caribbean,915,2000,540565
Caribbean_d,915,Caribbean,915,2005,601238
Caribbean_d,915,Caribbean,915,2010,663895
Caribbean_d,915,Caribbean,915,2015,832854
Caribbean_d,915,Caribbean,915,2020,859403
Caribbean_d,915,Central America,916,1990,16519
Caribbean_d,915,Central America,916,1995,17457
Caribbean_d,915,Central America,916,2000,18786
Caribbean_d,915,Central America,916,2005,17444
Caribbean_d,915,Central America,916,2010,15516
Caribbean_d,915,Central America,916,2015,15379
Caribbean_d,915,Central America,916,2020,14137
Caribbean_d,915,South America,931,1990,65570
Caribbean_d,915,South America,931,1995,76204
Caribbean_d,915,South America,931,2000,88463
Caribbean_d,915,South America,931,2005,84685
